user_id,signup_date,country,industry,company_size
62,2025-10-10,Estonia,Finance,Small
63,2024-09-05,Marshall Islands,Healthcare,Large
64,2023-07-13,Nicaragua,Education,Large
65,2023-08-28,Morocco,Education,Large
66,2024-03-04,Saint Kitts and Nevis,Education,Small
67,2025-04-02,Togo,Education,Medium
68,2024-09-06,Panama,Education,Small
69,2026-04-04,Reunion,Retail,Medium
70,2026-05-18,Faroe Islands,Retail,Large
71,2024-10-20,Belgium,Education,Large
72,2023-09-15,China,Education,Medium
73,2025-11-09,Guam,Finance,Small
74,2026-02-08,Monaco,Technology,Small
75,2026-03-16,French Guiana,Education,Small
76,2025-04-26,Djibouti,Healthcare,Large
77,2026-06-20,Palestinian Territory,Healthcare,Small
78,2023-12-01,Saint Martin,Finance,Medium
79,2023-09-28,Lebanon,Finance,Medium
80,2023-09-21,United Kingdom,Education,Medium
81,2025-10-26,Christmas Island,Technology,Small
82,2026-02-28,Congo,Technology,Large
83,2024-12-02,United Kingdom,Finance,Medium
84,2026-06-13,Uzbekistan,Technology,Large
85,2026-06-07,Uzbekistan,Healthcare,Medium
86,2024-02-18,Dominican Republic,Technology,Medium
87,2024-09-25,Latvia,Healthcare,Medium
88,2024-01-10,Bahamas,Finance,Medium
89,2026-03-11,Korea,Retail,Medium
90,2024-10-03,Iran,Finance,Medium
91,2026-03-01,Uruguay,Healthcare,Small
92,2025-12-07,Brazil,Education,Medium
93,2024-12-31,South Africa,Finance,Small
94,2025-04-16,Palestinian Territory,Education,Small
95,2024-03-09,Seychelles,Technology,Medium
96,2025-07-28,Barbados,Finance,Small
97,2024-01-07,South Africa,Finance,Small
98,2024-04-04,Saint Pierre and Miquelon,Education,Medium
99,2024-10-09,Honduras,Education,Large
100,2025-04-07,Montserrat,Retail,Medium
101,2025-12-04,Cambodia,Healthcare,Small
102,2024-05-22,Ghana,Education,Large
103,2024-12-09,Angola,Retail,Small
104,2023-12-10,Guadeloupe,Technology,Medium
105,2025-09-13,Eritrea,Technology,Medium
106,2025-06-20,Botswana,Finance,Small
107,2025-03-19,United Arab Emirates,Finance,Large
108,2025-09-08,Saint Helena,Technology,Small
109,2024-05-30,Bangladesh,Finance,Large
110,2026-01-14,Eritrea,Healthcare,Small
111,2024-07-20,Haiti,Retail,Medium
112,2025-07-10,Uganda,Technology,Small
113,2024-07-16,Sierra Leone,Healthcare,Small
114,2024-08-25,Armenia,Technology,Large
115,2024-02-10,Reunion,Retail,Large
116,2025-01-07,Mexico,Retail,Medium
117,2024-07-02,Moldova,Technology,Small
118,2024-08-27,Guyana,Education,Medium
119,2024-05-01,United States Virgin Islands,Education,Large
120,2026-02-21,France,Finance,Medium
121,2025-08-03,British Virgin Islands,Retail,Large
122,2024-11-10,Bermuda,Education,Small
123,2025-02-12,Kenya,Technology,Small
124,2024-05-07,Bahrain,Education,Small
125,2023-10-28,Qatar,Technology,Medium
126,2025-02-20,Senegal,Retail,Medium
127,2024-11-23,Aruba,Education,Medium
128,2026-04-25,Morocco,Finance,Large
129,2025-01-11,Fiji,Finance,Small
130,2024-02-06,Georgia,Healthcare,Small
131,2026-06-21,Romania,Education,Small
132,2023-07-18,French Guiana,Retail,Small
133,2023-12-27,French Polynesia,Technology,Large
134,2024-01-27,Yemen,Technology,Medium
135,2024-11-27,Djibouti,Healthcare,Medium
136,2025-07-03,Netherlands Antilles,Retail,Large
137,2023-08-16,South Georgia and the South Sandwich Islands,Finance,Large
138,2025-04-26,South Africa,Finance,Large
139,2023-12-11,Bhutan,Education,Medium
140,2023-08-30,United States Minor Outlying Islands,Finance,Large
141,2025-01-22,Malta,Finance,Small
142,2024-10-20,Paraguay,Finance,Small
143,2025-03-26,Italy,Healthcare,Large
144,2025-10-29,Uzbekistan,Education,Large
145,2024-10-03,Mauritania,Education,Small
146,2024-06-25,Luxembourg,Healthcare,Small
147,2023-11-10,Suriname,Education,Small
148,2025-04-06,Saint Barthelemy,Technology,Medium
149,2025-09-24,Kiribati,Technology,Small
150,2023-07-16,Chad,Healthcare,Medium
151,2023-12-09,Liberia,Healthcare,Medium
152,2023-07-12,Jersey,Finance,Small
153,2023-07-06,Falkland Islands (Malvinas),Education,Large
154,2024-09-15,Iraq,Finance,Medium
155,2025-05-25,Mongolia,Finance,Small
156,2026-04-20,Cote d'Ivoire,Retail,Large
157,2025-08-19,Austria,Retail,Medium
158,2025-02-07,French Polynesia,Education,Medium
159,2024-01-01,Eritrea,Finance,Small
160,2026-06-22,Bangladesh,Retail,Large
161,2024-09-13,Finland,Finance,Medium
162,2024-04-04,Bulgaria,Technology,Small
163,2024-10-09,Trinidad and Tobago,Retail,Medium
164,2026-03-07,Saint Helena,Education,Large
165,2025-04-05,Saint Martin,Finance,Large
166,2024-09-25,Estonia,Retail,Small
167,2024-12-12,Botswana,Technology,Large
168,2024-06-21,Malta,Healthcare,Medium
169,2023-09-30,Vanuatu,Healthcare,Large
170,2024-10-24,Congo,Education,Large
171,2025-07-27,Turkey,Technology,Large
172,2024-06-18,Belgium,Education,Small
173,2024-08-28,Estonia,Education,Small
174,2024-04-17,Denmark,Finance,Small
175,2024-11-29,Seychelles,Retail,Small
176,2024-06-23,Kenya,Finance,Large
177,2025-07-22,Nigeria,Healthcare,Medium
178,2025-05-04,Honduras,Education,Small
179,2023-07-23,Latvia,Technology,Small
180,2025-01-30,United States Minor Outlying Islands,Healthcare,Large
181,2025-08-17,Niue,Healthcare,Large
182,2026-06-18,Guadeloupe,Finance,Large
183,2025-04-21,Isle of Man,Healthcare,Small
184,2023-09-13,Hong Kong,Healthcare,Medium
185,2024-10-08,Costa Rica,Retail,Medium
186,2025-08-13,Liberia,Education,Medium
187,2026-02-07,Kiribati,Healthcare,Large
188,2024-05-22,Benin,Healthcare,Small
189,2024-04-14,Italy,Education,Large
190,2024-12-02,Myanmar,Healthcare,Small
191,2025-01-14,Guyana,Technology,Small
192,2023-08-05,Seychelles,Retail,Medium
193,2024-12-03,Guinea,Finance,Small
194,2023-10-18,France,Finance,Small
195,2024-01-25,Eritrea,Retail,Medium
196,2025-06-15,Israel,Healthcare,Large
197,2026-04-25,Serbia,Retail,Small
198,2025-01-04,Eritrea,Technology,Large
199,2025-02-01,Hong Kong,Technology,Small
200,2025-04-01,Samoa,Healthcare,Medium
201,2023-10-27,Germany,Education,Small
202,2024-11-18,Philippines,Technology,Large
203,2023-09-19,Eritrea,Healthcare,Large
204,2025-04-23,Netherlands,Retail,Medium
205,2024-03-27,Kuwait,Healthcare,Large
206,2024-05-19,Guinea-Bissau,Finance,Large
207,2025-09-27,Gambia,Education,Large
208,2025-04-01,Swaziland,Finance,Medium
209,2023-11-19,Ecuador,Finance,Small
210,2023-12-03,Bulgaria,Technology,Large
211,2025-02-03,Saint Vincent and the Grenadines,Education,Small
212,2025-10-11,Mozambique,Healthcare,Small
213,2024-05-20,Gabon,Education,Small
214,2024-05-08,Estonia,Technology,Small
215,2023-07-08,Pitcairn Islands,Healthcare,Large
216,2025-10-29,South Georgia and the South Sandwich Islands,Education,Medium
217,2023-10-03,Greenland,Education,Large
218,2024-07-12,Brazil,Education,Small
219,2026-05-14,Vanuatu,Technology,Medium
220,2024-09-05,Georgia,Finance,Medium
221,2026-02-22,Pitcairn Islands,Finance,Large
222,2024-08-10,Papua New Guinea,Retail,Small
223,2024-02-24,Kyrgyz Republic,Education,Small
224,2024-04-22,India,Finance,Small
225,2024-08-10,Cape Verde,Healthcare,Small
226,2024-09-22,Lesotho,Healthcare,Medium
227,2024-02-05,Equatorial Guinea,Finance,Medium
228,2024-11-14,Luxembourg,Healthcare,Small
229,2023-08-19,Trinidad and Tobago,Education,Small
230,2024-11-01,Oman,Education,Medium
231,2024-08-23,Reunion,Retail,Small
232,2023-08-02,Peru,Retail,Large
233,2025-02-09,Cyprus,Technology,Large
234,2023-06-24,Saint Helena,Education,Large
235,2024-09-07,New Caledonia,Technology,Medium
236,2024-03-05,Comoros,Retail,Medium
237,2026-05-01,Haiti,Education,Large
238,2024-04-21,Taiwan,Healthcare,Large
239,2026-02-23,Dominica,Healthcare,Small
240,2024-08-24,Russian Federation,Finance,Medium
241,2026-01-17,Equatorial Guinea,Finance,Small
242,2026-06-12,Mauritania,Education,Large
243,2024-03-14,Uzbekistan,Healthcare,Large
244,2024-04-29,Rwanda,Education,Large
245,2023-10-14,American Samoa,Education,Medium
246,2025-12-15,Latvia,Education,Large
247,2025-03-04,Turkey,Retail,Small
248,2025-03-20,Croatia,Retail,Large
249,2026-01-02,New Caledonia,Finance,Small
250,2025-03-31,Falkland Islands (Malvinas),Education,Small
251,2024-05-07,Chile,Healthcare,Medium
252,2024-09-12,Chad,Technology,Large
253,2023-10-20,Bolivia,Healthcare,Large
254,2025-07-18,Morocco,Technology,Large
255,2025-06-19,Wallis and Futuna,Retail,Small
256,2023-09-29,Cambodia,Technology,Medium
257,2025-04-21,Vanuatu,Retail,Small
258,2023-12-10,Iceland,Healthcare,Large
259,2025-05-18,Haiti,Technology,Large
260,2025-02-01,Hong Kong,Retail,Small
261,2025-02-06,Puerto Rico,Education,Medium
262,2024-09-27,Angola,Retail,Large
263,2025-08-28,Zimbabwe,Education,Medium
264,2026-01-02,Bahrain,Education,Small
265,2024-04-06,Cote d'Ivoire,Retail,Medium
266,2024-08-06,Chad,Finance,Small
267,2024-08-17,Sao Tome and Principe,Finance,Small
268,2025-04-18,Gambia,Healthcare,Medium
269,2024-12-10,Senegal,Technology,Medium
270,2023-07-22,Mozambique,Retail,Small
271,2025-02-07,Bulgaria,Education,Small
272,2024-09-19,Niger,Finance,Small
273,2026-03-27,Guyana,Finance,Small
274,2025-06-15,Australia,Retail,Small
275,2024-10-14,Thailand,Healthcare,Medium
276,2024-12-09,Guatemala,Technology,Large
277,2024-06-05,Falkland Islands (Malvinas),Education,Large
278,2025-03-10,Panama,Finance,Medium
279,2023-08-24,Morocco,Retail,Small
280,2024-11-09,Peru,Retail,Large
281,2024-12-11,Bolivia,Education,Medium
282,2023-12-14,Eritrea,Education,Large
283,2025-01-21,Argentina,Healthcare,Medium
284,2025-06-09,Indonesia,Education,Medium
285,2024-11-27,Egypt,Healthcare,Medium
286,2025-05-03,Holy See (Vatican City State),Retail,Medium
287,2023-10-16,Cote d'Ivoire,Finance,Small
288,2025-07-05,Ireland,Retail,Small
289,2023-10-08,Guatemala,Healthcare,Medium
290,2024-10-06,Costa Rica,Education,Large
291,2024-03-08,Thailand,Healthcare,Medium
292,2026-02-05,Northern Mariana Islands,Education,Large
293,2024-11-10,Bahamas,Healthcare,Medium
294,2025-09-24,Tokelau,Retail,Medium
295,2025-08-28,Indonesia,Education,Medium
296,2026-01-03,British Virgin Islands,Retail,Small
297,2025-04-17,Gabon,Healthcare,Medium
298,2024-08-15,Cayman Islands,Finance,Large
299,2026-01-31,Antarctica (the territory South of 60 deg S),Education,Small
300,2024-12-12,Timor-Leste,Technology,Medium
301,2023-11-16,San Marino,Education,Medium
302,2024-10-04,Djibouti,Finance,Medium
303,2023-07-18,Uruguay,Finance,Small
304,2025-01-16,Korea,Finance,Medium
305,2024-06-05,Germany,Technology,Small
306,2025-08-19,Qatar,Education,Large
307,2025-05-05,Bermuda,Finance,Medium
308,2025-11-22,Grenada,Finance,Medium
309,2025-04-13,Costa Rica,Retail,Medium
310,2025-11-07,Mauritius,Education,Large
311,2024-04-17,Maldives,Education,Medium
312,2024-08-06,United States Minor Outlying Islands,Retail,Large
313,2023-07-22,Comoros,Healthcare,Small
314,2024-06-27,Eritrea,Healthcare,Medium
315,2024-02-17,Turkey,Education,Medium
316,2024-06-16,Bosnia and Herzegovina,Technology,Medium
317,2025-04-30,Tokelau,Technology,Small
318,2026-06-16,Uruguay,Education,Large
319,2024-04-17,Australia,Healthcare,Small
320,2025-04-03,Palau,Healthcare,Large
321,2023-11-26,Lao People's Democratic Republic,Technology,Medium
322,2026-03-18,North Macedonia,Healthcare,Medium
323,2024-04-07,Mexico,Education,Large
324,2025-03-06,Greenland,Education,Large
325,2025-06-06,Lao People's Democratic Republic,Technology,Large
326,2023-08-10,Finland,Technology,Small
327,2025-05-21,Gabon,Technology,Medium
328,2024-08-17,Bolivia,Healthcare,Large
329,2024-04-04,Germany,Retail,Small
330,2024-09-17,Kenya,Healthcare,Large
331,2023-11-12,Nigeria,Retail,Medium
332,2026-02-01,Christmas Island,Finance,Medium
333,2023-11-09,Heard Island and McDonald Islands,Education,Small
334,2023-12-18,Seychelles,Technology,Small
335,2026-05-31,Cote d'Ivoire,Retail,Small
336,2026-03-30,Vietnam,Healthcare,Small
337,2024-01-09,Namibia,Retail,Medium
338,2023-10-21,Montenegro,Finance,Large
339,2024-10-11,Turkmenistan,Healthcare,Large
340,2024-10-15,Brunei Darussalam,Retail,Large
341,2024-04-01,Armenia,Education,Large
342,2024-06-08,United States Virgin Islands,Technology,Small
343,2025-10-20,Holy See (Vatican City State),Finance,Medium
344,2025-07-05,Vietnam,Retail,Large
345,2026-05-27,Turks and Caicos Islands,Healthcare,Small
346,2024-11-09,Congo,Technology,Small
347,2026-02-24,Saint Martin,Finance,Large
348,2024-11-10,Sudan,Healthcare,Small
349,2023-09-16,Venezuela,Finance,Medium
350,2025-04-23,Vietnam,Technology,Small
351,2023-11-22,Grenada,Technology,Large
352,2025-08-09,Japan,Finance,Large
353,2023-11-22,Mexico,Finance,Small
354,2023-12-29,Sri Lanka,Finance,Medium
355,2025-12-02,Madagascar,Retail,Small
356,2026-01-17,Finland,Technology,Large
357,2024-02-15,Antarctica (the territory South of 60 deg S),Finance,Small
358,2023-09-15,United Arab Emirates,Finance,Small
359,2026-03-11,Denmark,Education,Small
360,2024-11-02,Comoros,Healthcare,Medium
361,2025-02-10,Namibia,Retail,Small
362,2023-07-28,Belgium,Healthcare,Large
363,2024-02-09,Kiribati,Finance,Small
364,2026-02-09,Nigeria,Healthcare,Small
365,2023-10-10,Tonga,Healthcare,Large
366,2024-11-07,Zambia,Healthcare,Small
367,2025-09-24,Dominica,Education,Medium
368,2025-07-31,United States Virgin Islands,Technology,Large
369,2025-09-25,Mexico,Retail,Medium
370,2024-10-12,Azerbaijan,Retail,Small
371,2026-01-09,Namibia,Education,Medium
372,2023-09-11,Algeria,Technology,Medium
373,2025-07-10,Iceland,Finance,Medium
374,2024-11-13,Saint Martin,Technology,Medium
375,2025-06-14,Trinidad and Tobago,Retail,Medium
376,2024-02-02,Maldives,Technology,Large
377,2024-11-06,Jordan,Technology,Medium
378,2025-09-23,Senegal,Education,Large
379,2024-06-18,El Salvador,Education,Medium
380,2025-02-15,Brazil,Retail,Medium
381,2024-09-03,Sierra Leone,Education,Medium
382,2025-10-19,Denmark,Retail,Medium
383,2023-06-29,Mauritania,Technology,Large
384,2025-10-23,Tokelau,Retail,Large
385,2026-02-28,Morocco,Finance,Small
386,2024-02-21,Saint Barthelemy,Education,Medium
387,2024-10-24,Namibia,Finance,Medium
388,2024-02-09,Bulgaria,Retail,Medium
389,2025-06-25,Guadeloupe,Finance,Medium
390,2024-07-22,United States Virgin Islands,Healthcare,Medium
391,2025-10-05,Cocos (Keeling) Islands,Healthcare,Small
392,2024-03-19,Brazil,Technology,Small
393,2026-04-17,Cayman Islands,Healthcare,Large
394,2024-08-07,Iraq,Technology,Medium
395,2024-11-19,Guatemala,Finance,Large
396,2025-03-10,North Macedonia,Healthcare,Medium
397,2025-08-21,Iran,Education,Medium
398,2025-01-19,Zambia,Education,Small
399,2026-04-30,Falkland Islands (Malvinas),Finance,Small
400,2023-08-27,Qatar,Finance,Large
401,2023-10-11,Bahrain,Technology,Medium
402,2025-10-20,British Indian Ocean Territory (Chagos Archipelago),Technology,Large
403,2024-10-23,Niue,Technology,Large
404,2025-01-03,Peru,Healthcare,Large
405,2026-06-08,El Salvador,Education,Large
406,2024-01-29,Isle of Man,Retail,Medium
407,2024-12-16,Latvia,Technology,Medium
408,2025-08-24,Haiti,Healthcare,Large
409,2025-01-06,Austria,Technology,Medium
410,2024-04-18,Bahrain,Technology,Small
411,2024-11-30,Sierra Leone,Healthcare,Small
412,2026-02-20,Tonga,Finance,Medium
413,2024-07-06,Liberia,Technology,Medium
414,2023-12-20,Guam,Healthcare,Small
415,2025-01-24,Jamaica,Education,Small
416,2023-07-09,Guinea-Bissau,Retail,Medium
417,2026-05-18,Madagascar,Healthcare,Medium
418,2024-03-12,Burkina Faso,Education,Medium
419,2023-07-29,Uganda,Finance,Medium
420,2024-04-14,Nigeria,Education,Large
421,2025-02-25,Cocos (Keeling) Islands,Retail,Medium
422,2025-06-29,Kyrgyz Republic,Education,Large
423,2026-04-10,Guyana,Retail,Medium
424,2024-09-20,Peru,Finance,Small
425,2024-12-07,Mexico,Healthcare,Large
426,2023-07-09,Madagascar,Retail,Large
427,2026-05-27,Liechtenstein,Retail,Medium
428,2026-03-23,Andorra,Finance,Small
429,2024-10-09,Chile,Education,Large
430,2023-11-04,Armenia,Education,Small
431,2024-10-19,Niue,Healthcare,Medium
432,2024-02-15,Nigeria,Healthcare,Small
433,2025-08-19,Malaysia,Finance,Medium
434,2024-08-06,French Southern Territories,Healthcare,Small
435,2024-02-16,Albania,Technology,Small
436,2025-09-16,Austria,Finance,Medium
437,2024-07-01,Reunion,Technology,Medium
438,2025-03-18,Grenada,Education,Small
439,2026-02-17,Indonesia,Retail,Medium
440,2023-08-19,Serbia,Finance,Small
441,2024-03-04,Guinea,Finance,Large
442,2025-11-19,Taiwan,Education,Medium
443,2025-01-30,Estonia,Retail,Large
444,2025-10-17,Moldova,Healthcare,Medium
445,2023-08-31,Maldives,Healthcare,Large
446,2023-07-18,Zambia,Technology,Medium
447,2026-04-08,Georgia,Technology,Medium
448,2025-08-06,Ecuador,Retail,Large
449,2026-01-25,Guadeloupe,Education,Small
450,2025-12-10,Norway,Finance,Small
451,2024-09-27,Angola,Education,Large
452,2025-08-21,Papua New Guinea,Finance,Medium
453,2023-12-04,Latvia,Education,Medium
454,2024-07-16,Isle of Man,Healthcare,Large
455,2025-01-14,Iceland,Retail,Large
456,2025-12-25,Mozambique,Education,Medium
457,2024-02-17,Sri Lanka,Education,Large
458,2024-08-03,Micronesia,Education,Large
459,2024-08-31,Myanmar,Education,Small
460,2023-12-18,Croatia,Education,Medium
461,2025-09-25,Christmas Island,Healthcare,Small
462,2025-08-14,Uzbekistan,Technology,Medium
463,2024-08-09,Pakistan,Technology,Small
464,2023-08-03,Central African Republic,Education,Medium
465,2025-10-08,United Kingdom,Education,Medium
466,2026-02-27,Congo,Retail,Large
467,2025-12-13,Cote d'Ivoire,Healthcare,Medium
468,2026-02-18,Cook Islands,Technology,Small
469,2024-06-22,Maldives,Finance,Small
470,2024-08-08,Guernsey,Education,Medium
471,2025-07-11,Wallis and Futuna,Finance,Large
472,2024-05-28,Nigeria,Finance,Small
473,2025-09-29,Vietnam,Education,Large
474,2025-08-16,Iceland,Retail,Large
475,2026-03-07,Reunion,Healthcare,Small
476,2025-02-20,South Africa,Technology,Medium
477,2024-11-08,Norfolk Island,Education,Large
478,2026-01-03,Australia,Retail,Large
479,2024-04-30,Argentina,Retail,Medium
480,2024-04-14,Cook Islands,Finance,Medium
481,2025-01-24,Sierra Leone,Retail,Large
482,2024-01-31,Burkina Faso,Education,Small
483,2025-02-02,Gabon,Retail,Medium
484,2023-11-03,Albania,Education,Small
485,2024-12-27,British Virgin Islands,Finance,Small
486,2026-06-05,United States Virgin Islands,Finance,Medium
487,2024-10-21,Saint Kitts and Nevis,Technology,Medium
488,2024-04-19,French Guiana,Finance,Large
489,2025-04-26,Solomon Islands,Technology,Large
490,2026-05-17,Tonga,Finance,Small
491,2025-04-07,Lao People's Democratic Republic,Technology,Small
492,2024-10-01,Paraguay,Retail,Medium
493,2025-11-02,Lithuania,Technology,Medium
494,2024-12-19,Myanmar,Healthcare,Small
495,2025-06-19,Brunei Darussalam,Technology,Small
496,2025-02-23,Myanmar,Technology,Small
497,2025-07-01,Korea,Healthcare,Medium
498,2024-04-01,Faroe Islands,Retail,Large
499,2025-01-30,Kuwait,Retail,Medium
500,2024-12-16,Cote d'Ivoire,Finance,Large
501,2024-08-27,Montserrat,Retail,Large
502,2023-07-28,Portugal,Finance,Medium
503,2024-04-05,Cayman Islands,Finance,Medium
504,2023-09-22,Croatia,Healthcare,Medium
505,2026-05-28,Andorra,Healthcare,Medium
506,2026-05-05,Bermuda,Healthcare,Medium
507,2024-08-18,Niue,Technology,Large
508,2024-09-23,Mali,Healthcare,Medium
509,2023-11-04,Papua New Guinea,Finance,Small
510,2026-02-05,Central African Republic,Technology,Medium
511,2024-08-19,Timor-Leste,Technology,Medium
512,2023-10-23,Chile,Finance,Medium
513,2023-09-25,American Samoa,Education,Medium
514,2023-11-06,Svalbard & Jan Mayen Islands,Finance,Large
515,2025-03-18,Christmas Island,Technology,Large
516,2024-10-06,Nicaragua,Retail,Small
517,2024-10-29,Peru,Retail,Large
518,2025-10-31,Bolivia,Retail,Large
519,2025-10-26,Peru,Finance,Medium
520,2025-04-20,El Salvador,Healthcare,Large
521,2025-09-24,Jersey,Retail,Medium
522,2023-10-11,Chile,Healthcare,Small
523,2025-05-21,Vietnam,Retail,Large
524,2024-12-18,Nauru,Finance,Medium
525,2023-10-13,Iceland,Education,Medium
526,2024-07-04,Falkland Islands (Malvinas),Technology,Medium
527,2025-07-02,American Samoa,Technology,Large
528,2023-07-16,Guadeloupe,Education,Medium
529,2026-01-26,Heard Island and McDonald Islands,Retail,Large
530,2025-05-04,Tuvalu,Education,Large
531,2026-05-05,China,Education,Large
532,2023-07-19,Congo,Healthcare,Medium
533,2026-04-28,North Macedonia,Retail,Large
534,2025-12-20,Puerto Rico,Education,Medium
535,2024-04-22,Kuwait,Retail,Small
536,2023-10-06,Bangladesh,Education,Large
537,2024-09-05,Holy See (Vatican City State),Healthcare,Medium
538,2024-10-28,Lao People's Democratic Republic,Technology,Small
539,2023-07-01,Paraguay,Retail,Medium
540,2023-12-11,Philippines,Healthcare,Large
541,2024-09-03,Saint Barthelemy,Education,Medium
542,2024-02-10,Ghana,Finance,Small
543,2024-05-05,Norfolk Island,Education,Medium
544,2026-03-13,Iceland,Healthcare,Large
545,2023-07-30,Congo,Education,Large
546,2023-08-08,Lesotho,Healthcare,Medium
547,2026-04-15,Azerbaijan,Technology,Small
548,2023-09-06,Colombia,Healthcare,Large
549,2025-06-01,Armenia,Retail,Small
550,2025-06-05,Saint Vincent and the Grenadines,Retail,Large
551,2024-08-28,Lebanon,Retail,Small
552,2023-10-15,Serbia,Retail,Large
553,2024-02-26,Nicaragua,Healthcare,Large
554,2023-07-20,Seychelles,Retail,Small
555,2026-04-08,Saint Lucia,Technology,Small
556,2024-05-30,Guinea,Finance,Medium
557,2025-04-11,Kyrgyz Republic,Finance,Small
558,2026-01-17,Seychelles,Finance,Large
559,2024-11-29,Angola,Technology,Medium
560,2025-05-16,Chad,Technology,Medium
561,2026-02-04,Micronesia,Healthcare,Medium
562,2025-08-31,Finland,Retail,Small
563,2025-04-03,Malawi,Education,Large
564,2024-08-06,Bahamas,Finance,Medium
565,2024-01-11,Western Sahara,Retail,Large
566,2025-06-11,Lesotho,Education,Large
567,2025-10-31,Spain,Education,Small
568,2023-08-24,Swaziland,Education,Small
569,2025-06-09,Peru,Healthcare,Large
570,2025-12-05,El Salvador,Retail,Small
571,2024-03-18,Italy,Education,Small
572,2026-02-20,Aruba,Finance,Small
573,2023-08-16,Bolivia,Retail,Small
574,2025-12-02,Guyana,Finance,Medium
575,2023-09-21,Reunion,Healthcare,Large
576,2023-08-08,Saint Helena,Healthcare,Small
577,2026-04-21,Gabon,Retail,Medium
578,2025-04-23,Belarus,Education,Medium
579,2024-03-01,Solomon Islands,Healthcare,Medium
580,2025-07-19,Mexico,Technology,Large
581,2025-06-04,Nicaragua,Education,Large
582,2024-10-12,Sweden,Education,Small
583,2024-04-11,Ecuador,Education,Medium
584,2026-06-13,Thailand,Technology,Large
585,2025-10-20,Norfolk Island,Retail,Medium
586,2024-05-10,Pakistan,Technology,Medium
587,2024-01-06,Papua New Guinea,Finance,Small
588,2023-11-05,Latvia,Education,Large
589,2024-01-31,Cameroon,Technology,Large
590,2026-03-03,Greenland,Technology,Medium
591,2023-08-28,Malta,Technology,Medium
592,2025-12-09,Cape Verde,Technology,Small
593,2023-10-18,Paraguay,Retail,Medium
594,2024-11-03,Gambia,Technology,Medium
595,2024-12-05,Namibia,Healthcare,Small
596,2024-09-20,Antigua and Barbuda,Retail,Small
597,2023-08-30,Kyrgyz Republic,Finance,Medium
598,2025-05-05,Gabon,Education,Small
599,2024-09-17,Malta,Healthcare,Medium
600,2024-11-02,Congo,Technology,Small
601,2024-03-31,Turkey,Retail,Small
602,2026-04-21,Fiji,Retail,Small
603,2025-08-27,American Samoa,Finance,Medium
604,2024-02-06,Myanmar,Healthcare,Large
605,2023-10-01,Madagascar,Finance,Medium
606,2026-05-28,Albania,Healthcare,Large
